id,domain_id,title,type,data,answer_type,answer_data,correct_answer
3001,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3001.mp3,multiple choice,"one republic, lorde, magic!, jason aldean, t.i. featuring iggy azalea",one republic
3002,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3002.mp3,multiple choice,"kid ink, passenger, brantley gilbert, robin thicke, john legend",kid ink
3003,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3003.mp3,multiple choice,"imagine dragons, zedd featuring hayley williams, sam smith, avicii, lorde,",imagine dragons
3004,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3004.mp3,multiple choice,"one direction, maroon 5, trey songz, aloe blacc, brantley gilbert",one direction
3005,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3005.mp3,multiple choice,"trey songz, nico & vinz, sara bareilles, avicii, pitbull",trey songz
3006,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3006.mp3,multiple choice,"beyonce, jessie j, ariana grande, nicki minaj, bobby shmurda",beyonce
3007,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3007.mp3,multiple choice,"jason derulo, imagine dragons, nico & vinz, eminem featuring rihanna, onerepublic",jason derulo
3008,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3008.mp3,multiple choice,"lee brice, one direction, kongos, onerepublic, drake featuring majid jordan",lee brice
3009,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3009.mp3,multiple choice,"pharell williams, drake, imagine dragons, naughty boy featuring sam smith, paramore",pharell williams
3010,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3010.mp3,multiple choice,"avicii, jason derulo, charli xcx, tove lo, calvin harris",avicii
3011,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3011.mp3,multiple choice,"calvin harris, kenny chesney, kongos, magic!, becky g",calvin harris
3012,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3012.mp3,multiple choice,"florida, miley cyrus, jason derulo, michael jackson, justin timberlake",florida
3013,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3013.mp3,multiple choice,"american authors, lee brice, miley cyrus, wiz khalifa, juicy j",american authors
3014,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3014.mp3,multiple choice,"katy perry, sam smith, nico & vinz, iggy azalea featuring charli xcx, sia",katy perry
3015,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3015.mp3,multiple choice,"naughty boy, kid ink featuring chris brown, taylor swift, 5 seconds of summer, john legend",naughty boy
3016,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3016.mp3,multiple choice,"dierks bentley, dj snake and lil jon, lorde, jake owen, imagine dragons",dierks bentley
3017,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3017.mp3,multiple choice,"lady antebellum, charli xcx, imagine dragons, drake, sam smith, beyonce",lady antebellum
3018,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3018.mp3,multiple choice,"bastille, jake owen, avicii, lil wayne featuring drake, one direction",bastille
3019,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3019.mp3,multiple choice,"lil wayne, bastille, taylor swift, coldplay, idina menzel",lil wayne
3020,30,listen to the audio clip and select the artist/band who interpreted the song,audio,http://crowds.5harad.com/assets/artists_name3020.mp3,multiple choice,"aloe blacc, sia, rixton, 5 seconds of summer, lorde",aloe blacc
0301,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0301.mp4,multiple choice,"left,middle,right",right
0302,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0302.mp4,multiple choice,"left,middle,right",left
0303,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0303.mp4,multiple choice,"left,middle,right",left
0304,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0304.mp4,multiple choice,"left,middle,right",middle
0305,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0305.mp4,multiple choice,"left,middle,right",right
0306,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0306.mp4,multiple choice,"left,middle,right",left
0307,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0307.mp4,multiple choice,"left,middle,right",middle
0308,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0308.mp4,multiple choice,"left,middle,right",left
0309,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0309.mp4,multiple choice,"left,middle,right",right
0310,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0310.mp4,multiple choice,"left,middle,right",right
0311,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0311.mp4,multiple choice,"left,middle,right",middle
0312,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0312.mp4,multiple choice,"left,middle,right",right
0313,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0313.mp4,multiple choice,"left,middle,right",middle
0314,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0314.mp4,multiple choice,"left,middle,right",middle
0315,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0315.mp4,multiple choice,"left,middle,right",right
0316,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0316.mp4,multiple choice,"left,middle,right",left
0317,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0317.mp4,multiple choice,"left,middle,right",right
0318,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0318.mp4,multiple choice,"left,middle,right",middle
0319,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0319.mp4,multiple choice,"left,middle,right",right
0320,03,identify the location of the ball.,video,http://crowds.5harad.com/assets/ball_trick0320.mp4,multiple choice,"left,middle,right",right
1601,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1601.png,point estimate,,1913.0
1602,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1602.png,point estimate,,1920.0
1603,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1603.png,point estimate,,1981.0
1604,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1604.png,point estimate,,1922.0
1605,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1605.png,point estimate,,1916.0
1606,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1606.png,point estimate,,1930.0
1607,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1607.png,point estimate,,1908.0
1608,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1608.png,point estimate,,1954.0
1609,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1609.png,point estimate,,1925.0
1610,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1610.png,point estimate,,1924.0
1611,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1611.png,point estimate,,1931.0
1612,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1612.png,point estimate,,1920.0
1613,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1613.png,point estimate,,1929.0
1614,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1614.png,point estimate,,1903.0
1615,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1615.png,point estimate,,1919.0
1616,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1616.png,point estimate,,1902.0
1617,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1617.png,point estimate,,1957.0
1618,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1618.png,point estimate,,1962.0
1619,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1619.png,point estimate,,1929.0
1620,16,estimate the year of publication for the follwing book:,image,http://crowds.5harad.com/assets/book_releaseyear1620.png,point estimate,,1953.0
0801,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0801.png,point estimate,,550.5
0802,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0802.png,point estimate,,987.5
0803,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0803.png,point estimate,,441.3
0804,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0804.png,point estimate,,609.8
0805,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0805.png,point estimate,,879.0
0806,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0806.png,point estimate,,751.8
0807,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0807.png,point estimate,,890.9
0808,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0808.png,point estimate,,694.7
0809,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0809.png,point estimate,,441.3
0810,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0810.png,point estimate,,255.0
0811,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0811.png,point estimate,,528.7
0812,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0812.png,point estimate,,268.2
0813,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0813.png,point estimate,,237.2
0814,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0814.png,point estimate,,672.5
0815,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0815.png,point estimate,,549.4
0816,08,estimate the boxoffice collection for the following film:              ,image,http://crowds.5harad.com/assets/box_office_collection0816.png,point estimate,,1215.4
0817,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0817.png,point estimate,,484.4
0818,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0818.png,point estimate,,250.6
0819,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0819.png,point estimate,,631.7
0820,08,estimate the boxoffice collection for the following film:,image,http://crowds.5harad.com/assets/box_office_collection0820.png,point estimate,,361.3
4301,43,false,image,http://crowds.5harad.com/assets/brands_popularity4301.jpg,multiple choice,"canada",crest
4302,43,false,image,http://crowds.5harad.com/assets/brands_popularity4302.jpg,multiple choice,"australia",dominos pizza
4303,43,false,image,http://crowds.5harad.com/assets/brands_popularity4303.jpg,multiple choice,"pakistan",pantene
4304,43,false,image,http://crowds.5harad.com/assets/brands_popularity4304.jpg,multiple choice,"united kingdom",jack wills
4305,43,false,image,http://crowds.5harad.com/assets/brands_popularity4305.jpg,multiple choice,"slovakia",nike
4306,43,false,image,http://crowds.5harad.com/assets/brands_popularity4306.jpg,multiple choice,"brazil",coca cola
4307,43,false,image,http://crowds.5harad.com/assets/brands_popularity4307.jpg,multiple choice,"austria",hugo boss
4308,43,false,image,http://crowds.5harad.com/assets/brands_popularity4308.jpg,multiple choice,"france",guess
4309,43,false,image,http://crowds.5harad.com/assets/brands_popularity4309.jpg,multiple choice,"lebanon",armani
4310,43,false,image,http://crowds.5harad.com/assets/brands_popularity4310.jpg,multiple choice,"india",cadbury dairy milk
4311,43,false,image,http://crowds.5harad.com/assets/brands_popularity4311.jpg,multiple choice,"malaysia",kfc
4312,43,false,image,http://crowds.5harad.com/assets/brands_popularity4312.jpg,multiple choice,"germany",adidas
4313,43,false,image,http://crowds.5harad.com/assets/brands_popularity4313.jpg,multiple choice,"singapore",mcdonald's
4314,43,false,image,http://crowds.5harad.com/assets/brands_popularity4314.jpg,multiple choice,"india",dove
4315,43,false,image,http://crowds.5harad.com/assets/brands_popularity4315.jpg,multiple choice,"singapore",burberry
4316,43,false,image,http://crowds.5harad.com/assets/brands_popularity4316.jpg,multiple choice,"iceland",reebok
4317,43,false,image,http://crowds.5harad.com/assets/brands_popularity4317.jpg,multiple choice,"cuba",acer
4318,43,false,image,http://crowds.5harad.com/assets/brands_popularity4318.jpg,multiple choice,"united states",starbucks
4319,43,false,image,http://crowds.5harad.com/assets/brands_popularity4319.jpg,multiple choice,"italy",versace
4320,43,false,image,http://crowds.5harad.com/assets/brands_popularity4320.jpg,multiple choice,"united states",nat sherman
4001,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4001.jpg,multiple choice,"successful, unsuccessful",successful
4002,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4002.jpg,multiple choice,"successful, unsuccessful",successful
4003,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4003.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4004,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4004.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4005,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4005.jpg,multiple choice,"successful, unsuccessful",successful
4006,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4006.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4007,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4007.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4008,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4008.jpg,multiple choice,"successful, unsuccessful",successful
4009,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4009.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4010,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4010.jpg,multiple choice,"successful, unsuccessful",successful
4011,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4011.jpg,multiple choice,"successful, unsuccessful",successful
4012,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4012.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4013,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4013.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4014,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4014.jpg,multiple choice,"successful, unsuccessful",successful
4015,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4015.jpg,multiple choice,"successful, unsuccessful",successful
4016,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4016.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4017,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4017.jpg,multiple choice,"successful, unsuccessful",unsuccessful
4018,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4018.jpg,multiple choice,"successful, unsuccessful",successful
4019,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4019.jpg,multiple choice,"successful, unsuccessful",successful
4020,40,indicate if the following product will be funded by Kickstarter.,image,http://crowds.5harad.com/assets/business_idea4020.jpg,multiple choice,"successful, unsuccessful",unsuccessful
1101,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1101.jpg,multiple choice,"1960,1970,1980,1990,2000",1980
1102,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1102.jpg,multiple choice,"1969,1980,1990,2000,2010",1990
1103,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1103.jpg,multiple choice,"1960,1975,1985,1995,2000",1975
1104,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1104.jpg,multiple choice,"1999,2003,2006,2013,2015",2015
1105,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1105.jpg,multiple choice,"1950,1965,1983,1997,2003",1950
1106,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1106.jpg,multiple choice,"1990,1993,1996,2000,2003",1996
1107,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1107.jpg,multiple choice,"1978,1996,2005,2010,2015",2005
1108,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1108.jpg,multiple choice,"1989,1993,1996,1998,2002",1993
1109,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1109.jpg,multiple choice,"1991,1997,2001,2003,2006",1997
1110,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1110.jpg,multiple choice,"1995,2000,2006,2011,2015",2006
1111,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1111.jpg,multiple choice,"1960,1975,1985,1995,2000",1975
1112,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1112.jpg,multiple choice,"1991,1999,2003,2009,2013",2003
1113,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1113.jpg,multiple choice,"1994,1999,2004,2010,2015",2015
1114,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1114.jpg,multiple choice,"1955,1975,1987,1992,1999",1955
1115,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1115.jpg,multiple choice,"1995,2000,2009,2014,2016",2014
1116,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1116.jpg,multiple choice,"2000,2005,2011,2014,2016",2011
1117,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1117.jpg,multiple choice,"2001,2004,2009,2011,2016",2016
1118,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1118.jpg,multiple choice,"1989,1998,2005,2011,2015",1998
1119,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1119.jpg,multiple choice,"1990,1994,2000,2004,2006",1994
1120,11,estimate the year of manufacture of the following Ford car.,image,http://crowds.5harad.com/assets/car_manufacture_year1120.jpg,multiple choice,"1930,1950,1970,1990,2000",1930
0501,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0501.jpg,point estimate,,29.0
0502,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0502.jpg,point estimate,,37.0
0503,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0503.jpg,point estimate,,68.0
0504,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0504.jpg,point estimate,,30.0
0505,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0505.jpg,point estimate,,30.0
0506,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0506.jpg,point estimate,,25.0
0507,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0507.jpg,point estimate,,36.0
0508,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0508.jpg,point estimate,,21.0
0509,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0509.jpg,point estimate,,45.0
0510,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0510.jpg,point estimate,,24.0
0511,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0511.jpg,point estimate,,50.0
0512,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0512.jpg,point estimate,,28.0
0513,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0513.jpg,point estimate,,38.0
0514,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0514.jpg,point estimate,,61.0
0515,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0515.jpg,point estimate,,27.0
0516,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0516.jpg,point estimate,,57.0
0517,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0517.jpg,point estimate,,33.0
0518,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0518.jpg,point estimate,,31.0
0519,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0519.jpg,point estimate,,49.0
0520,05,estimate the following celebrity's age.,image,http://crowds.5harad.com/assets/celeb_age0520.jpg,point estimate,,33.0
1401,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1401.png,multiple choice,"sirius,proxima centauri,small magellanic cloud,vesta,phobos",sirius
1402,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1402.png,multiple choice,"milky way galaxy,large magellanic cloud,andromeda galaxy,sirius,cigar galaxy",milky way galaxy
1403,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1403.png,multiple choice,"large magallanic cloud,andromeda galaxy,milky way galaxy,the sombrero galaxy,proxima centauri",large magellanic cloud
1404,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1404.png,multiple choice,"andromeda galaxy,black eye galaxy,cartwheel galaxy,cigar galaxy,milky way galaxy",andromeda galaxy
1405,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1405.png,multiple choice,"whirlpool galaxy,triangulum galaxy,proxima centauri,andromeda galaxy, phobos",whirpool galaxy
1406,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1406.png,multiple choice,"venus,vesta,mercury,uranus,europa",venus
1407,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1407.png,multiple choice,"uranus,neputne,proxima centauri,phobos,vesta",uranus
1408,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1408.png,multiple choice,"europa,vesta,mercury,venus,mars",europa
1409,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1409.png,multiple choice,"small magallanic cloud,cartwheel galaxy,the sombrero galaxy,cigar galaxy,milky way galaxy",cartwheel galaxy
1410,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1410.png,multiple choice,"phobos,vesta,europa,mercury,venus",phobos
1411,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1411.png,multiple choice,"the sombrero galaxy,whirlpool galaxy,triangulum galaxy,cartwheel galaxy,andromeda galaxy",the sombrero galaxy
1412,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1412.png,multiple choice,"phobos,europa,venus,mars,mercury",mars
1413,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1413.png,multiple choice,"triangulum galaxy,black eye galaxy,proxima centauri,the sombrero galaxy, small magallanic cloud",triangulum galaxy
1414,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1414.png,multiple choice,"sirius,proxima centauri,phobos,large magellanic cloud,andromeda galaxy",proxima centuria
1415,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1415.png,multiple choice,"small magallanic cloud,andromeda galaxy,milky way galaxy,the sombrero galaxy,proxima centauri",small magellanic cloud
1416,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1416.png,multiple choice,"andromeda galaxy,whirpool galaxy galaxy,cartwheel galaxy,cigar galaxy,the sombrero galaxy",cigar galaxy
1417,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1417.png,multiple choice,"neptune,uranus,mars,vesta,phobos",neptune
1418,14,indicate the name of the following celestial object.,image,http://crowds.5harad.com/assets/celestial_bodies1418.png,multiple choice,"black_eye_galaxy,sirius,proxima centauri,cigar galaxy,large magallanic cloud",black eye galaxy
